GS_minus_C0,RCS_minus_C0,RCS_minus_GS,replicate
-0.004307585584358398,-0.004260504939344489,4.7080645013908295e-05,90
-0.0031883248519850582,-0.003361977199809907,-0.00017365234782484862,91
-0.0027336820070005263,-0.002822628358544854,-8.894635154432784e-05,92
-0.001987332830337585,-0.002836875638118075,-0.0008495428077804901,93
-0.002637670176534823,-0.002396727615757377,0.00024094256077744625,94
-0.003986086932750599,-0.0030120609211524707,0.0009740260115981281,95
-0.002197576296285586,-0.0029688713876706574,-0.0007712950913850714,96
-0.0023225293598941876,-0.0025369675475477305,-0.00021443818765354283,97
-0.0013263043687515852,-0.0012338202563865197,9.248411236506549e-05,98
-0.003541484167173925,-0.003923752299329841,-0.00038226813215591626,99
-0.0022161946133433252,-0.003015745093267297,-0.0007995504799239717,100
-0.002916947531507952,-0.003481825892249102,-0.00056487836074115,101
-0.0010697365434613193,-0.0017283103538456857,-0.0006585738103843664,102
-0.0017648859568119013,-0.002645312859071547,-0.0008804269022596456,103
-0.0035662811127262772,-0.0026951291423273904,0.0008711519703988868,104
-0.002738388355933541,-0.003390697003357257,-0.0006523086474237161,105
-0.003991553431734629,-0.003079617794904066,0.0009119356368305631,106
-0.0021365534588380086,-0.002228444872228952,-9.18914133909432e-05,107
-0.0018523508059367089,-0.0020404412858207044,-0.00018809047988399552,108
-0.0018227440840714593,-0.001397657208614289,0.00042508687545717017,109
-0.002860110534122162,-0.00277805208144688,8.205845267528211e-05,110
-0.002763412332128512,-0.0028573092480680407,-9.389691593952865e-05,111
-0.001517679707860431,-0.0014362032736763286,8.147643418410233e-05,112
-0.00026090760834529547,-0.001809277528452946,-0.0015483699201076506,113
-0.0023501966931334106,-0.0030574096497422154,-0.0007072129566088048,114
-0.0015118457133193042,-0.0019213372789608218,-0.0004094915656415177,115
-0.0024617009565763848,-0.0023774492514950785,8.42517050813063e-05,116
-0.0030230123760651706,-0.0027854729526514133,0.00023753942341375733,117
-0.002239995951032636,-0.002458520850633028,-0.0002185248996003919,118
-0.0016004836479796003,-0.0018131538397218039,-0.00021267019174220358,119
-0.0012620434217547327,-0.0014260722666832315,-0.00016402884492849878,120
-0.003129239364759284,-0.0025192183034543625,0.0006100210613049217,121
-0.002487658878576493,-0.0031495683725357715,-0.0006619094939592784,122
-0.00024141415413914125,-0.0013528572079255508,-0.0011114430537864095,123
-0.0037155720226185185,-0.0030857938036678023,0.0006297782189507162,124
-0.003916259742558936,-0.003127117845872829,0.0007891418966861075,125
-0.0013897216586875594,-0.0018356664700264202,-0.0004459448113388609,126
-0.0028025416071791875,-0.0031149000199958143,-0.0003123584128166268,127
-0.0020329098140104973,-0.0025045244324434224,-0.00047161461843292507,128
-0.0021364194702298,-0.0029491349350782015,-0.0008127154648484014,129
-0.0012726452118076992,-0.0023612199152168722,-0.001088574703409173,130
-0.0008365267531291742,-0.0016778399488670548,-0.0008413131957378805,131
-0.0031106089643254675,-0.0020878638629545643,0.0010227451013709032,132
-0.0031683577692041,-0.0021746400091056106,0.0009937177600984892,133
-0.0016178285901928824,-0.0013143421933643484,0.00030348639682853396,134
-0.0017882628692443836,-0.0021569286564234735,-0.00036866578717908993,135
-0.002508610302414449,-0.0031132261376307646,-0.0006046158352163156,136
-0.002704356823663101,-0.0032219181991194334,-0.0005175613754563324,137
-0.0016743369797851404,-0.002253052635638797,-0.0005787156558536566,138
-0.0024672263893819046,-0.002700039287436118,-0.00023281289805421324,139
-0.003222067930848338,-0.004036603287726481,-0.0008145353568781433,140
-0.004854559943931802,-0.004425874704916621,0.00042868523901518074,141
-0.0026241660574112258,-0.0026300464664604783,-5.880409049252577e-06,142
-0.0025497591720590185,-0.0018554634857190777,0.0006942956863399408,143
-0.0018738121724010126,-0.003213999293700809,-0.0013401871212997962,144
-0.0023774928786652882,-0.0026418271906549773,-0.00026433431198968904,145
