group,score,targets,winner_targets,mean_score,auroc,auprc,positive,negative,prevalence,image_auroc,image_auprc,auc_images,accuracy,balanced_accuracy,macro_f1,deep_win_recall,shallow_win_recall,zero_ties
pair2_0,ctx_S,5604,4616,0.053574059121088015,0.7672906776003453,0.9497023843202606,3972,644,0.8604852686308492,0.4434092477570738,0.9886251861102621,23,0.7424176776429809,0.7052621455780526,0.6247290726553311,0.756797583081571,0.6537267080745341,0
pair2_0,ctx_D,5604,4616,0.179669172559226,0.885551734814509,0.9781592560870506,3972,644,0.8604852686308492,0.5420289855072463,0.990702370853153,23,0.875,0.7608343810399505,0.7501538185604195,0.9191842900302115,0.6024844720496895,0
pair2_0,ctx_sym,5604,4616,0.106938874661267,0.8464933885021235,0.9690503684998402,3972,644,0.8604852686308492,0.5364734299516909,0.9904522627320075,23,0.8305892547660312,0.744135970426526,0.7023299937756442,0.8640483383685801,0.6242236024844721,0
pair2_1,ctx_S,35079,29974,-0.010503246746339234,0.6248361198336023,0.7410654642314338,19452,10522,0.6489624341095617,0.5154093792111603,0.8536281316438392,552,0.5643557750050043,0.5873893063789302,0.5601586803442866,0.5100760847213655,0.664702528036495,0
pair2_1,ctx_D,35079,29974,0.12648837573585722,0.6887594177595953,0.7734409478534615,19452,10522,0.6489624341095617,0.5545475101763394,0.8630451488020384,552,0.6882631614065523,0.6099705344027572,0.6114960320383204,0.8727637260950031,0.3471773427105113,0
pair2_1,ctx_sym,35079,29974,0.04673383074093955,0.6699012332512633,0.7644698536368885,19452,10522,0.6489624341095617,0.5383178180970642,0.858582054821504,552,0.658437312337359,0.6275016911776519,0.6268884478282921,0.7313386798272671,0.5236647025280365,0
pair2_3,ctx_S,3995,2086,-0.272833168156473,0.5984543206326056,0.7792160979801971,1503,583,0.7205177372962608,0.0,0.9982657657657658,1,0.32070949185043146,0.5228348334776987,0.2835613028449713,0.06453759148369927,0.9811320754716981,0
pair2_3,ctx_D,3995,2086,0.06362854454046271,0.8397076630044656,0.9378526634635009,1503,583,0.7205177372962608,0.0,0.9982657657657658,1,0.7746883988494727,0.750727247620254,0.7353777888139748,0.8050565535595475,0.6963979416809606,0
pair2_3,ctx_sym,3995,2086,-0.11115731184786938,0.7704727765737821,0.8979816407341794,1503,583,0.7205177372962608,0.0,0.9982657657657658,1,0.5450623202301055,0.6601496834803806,0.544646983146583,0.3992015968063872,0.9210977701543739,0
pair3_0,ctx_S,1273,860,-0.023704643721947593,0.7816785858022971,0.9074783009322925,666,194,0.7744186046511627,0.5518887362637364,0.9888384293310889,8,0.6744186046511628,0.7258598804990557,0.641109104024705,0.6321321321321322,0.8195876288659794,0
pair3_0,ctx_D,1273,860,0.054202010258095804,0.8455852759976471,0.9459021589495702,666,194,0.7744186046511627,0.6535828754578754,0.9906057020963853,8,0.7930232558139535,0.7640785115011919,0.733664599731368,0.8168168168168168,0.711340206185567,0
pair3_0,ctx_sym,1273,860,0.004966002355643547,0.8392077644654964,0.937180145055459,666,194,0.7744186046511627,0.47453067765567764,0.9876922508133689,8,0.7488372093023256,0.7684282220364695,0.7048505186089079,0.7327327327327328,0.8041237113402062,0
pair3_1,ctx_S,1888,1397,-0.028103427114004615,0.7848691973254813,0.9636901008320949,1246,151,0.8919112383679313,0.44166666666666665,0.9938500262363898,8,0.5425912670007158,0.6795600225356904,0.47538888193468654,0.5048154093097913,0.8543046357615894,0
pair3_1,ctx_D,1888,1397,0.08711368658765362,0.8459706823424362,0.9753994908588333,1246,151,0.8919112383679313,0.6125,0.995370916961826,8,0.816034359341446,0.7862909655267718,0.6783508165556216,0.8242375601926164,0.7483443708609272,0
pair3_1,ctx_sym,1888,1397,0.01903446692227528,0.8388166636548212,0.9735721904644612,1246,151,0.8919112383679313,0.49999999999999994,0.994653515676243,8,0.725125268432355,0.7818874703687562,0.6117152485842338,0.709470304975923,0.8543046357615894,0
pair3_2,ctx_S,713,447,-0.09165088134343627,0.6303567504212145,0.9051766088983626,374,73,0.8366890380313199,0.0,0.9963768115942029,1,0.4541387024608501,0.6131602080433668,0.43653909737146634,0.3770053475935829,0.8493150684931506,0
pair3_2,ctx_D,713,447,0.1386152824901598,0.8357263204160867,0.9646962691796644,374,73,0.8366890380313199,0.0,0.9963768115942029,1,0.8031319910514542,0.650831440920079,0.64752688172043,0.8770053475935828,0.4246575342465753,0
pair3_2,ctx_sym,713,447,0.010638514567600225,0.7639367079334847,0.9485531167653635,374,73,0.8366890380313199,0.0,0.9963768115942029,1,0.7046979865771812,0.7243059116548238,0.6260457334076965,0.6951871657754011,0.7534246575342466,0
