image_id,class,gt_area,gcqm_tp,gcqm_fp,gcqm_fn,gcqm_tn,gcqm_precision,gcqm_recall,gcqm_iou,gcqm_dice,gcqm_fp_rate,gcqm_fn_rate,sshr_tp,sshr_fp,sshr_fn,sshr_tn,sshr_precision,sshr_recall,sshr_iou,sshr_dice,sshr_fp_rate,sshr_fn_rate,delta_fp,delta_fn,normalized_delta_fp,normalized_delta_fn,delta_iou
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,2,48718,48717,1458,1,0,0.9709417040358744,0.9999794737058172,0.9709223533163265,0.9852466807559686,1.0,2.0526294182848227e-05,48718,1458,0,0,0.9709422831632653,1.0,0.9709422831632653,0.9852569417760431,1.0,0.0,0,1,0.0,2.0526294182844016e-05,-1.992984693877098e-05
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,1,235,0,0,235,49941,nan,0.0,0.0,0.0,0.0,1.0,0,0,235,49941,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,2,49941,49940,235,1,0,0.9953163926258096,0.9999799763721191,0.9952965561224489,0.9976427344280634,1.0,2.0023627880899462e-05,49941,235,0,0,0.9953164859693877,1.0,0.9953164859693877,0.9976527462868444,1.0,0.0,0,1,0.0,2.0023627880895454e-05,-1.992984693877098e-05
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+115,2,50176,50175,0,1,0,1.0,0.9999800701530612,0.9999800701530612,0.9999900349772299,nan,1.992984693877551e-05,50160,0,16,0,1.0,0.9996811224489796,0.9996811224489796,0.999840535799713,nan,0.00031887755102040814,0,-15,0.0,-0.0002989477040815731,0.0002989477040816757
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,1,137,0,0,137,50039,nan,0.0,0.0,0.0,0.0,1.0,0,0,137,50039,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,2,50039,50038,137,1,0,0.9972695565520677,0.9999800155878414,0.9972496811224489,0.9986229468936476,1.0,1.998441215851636e-05,50039,137,0,0,0.9972696109693877,1.0,0.9972696109693877,0.9986329391807613,1.0,0.0,0,1,0.0,1.9984412158512364e-05,-1.992984693877098e-05
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,0,292,0,0,292,49884,nan,0.0,0.0,0.0,0.0,1.0,0,0,292,49884,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,1,13061,9655,15011,3406,22104,0.3914294980945431,0.7392236429063624,0.3439370190937589,0.511835025313436,0.4044456419237505,0.26077635709363756,7909,15300,5152,21815,0.3407729760006894,0.6055432202740985,0.2788688692218187,0.4361180038599393,0.4122322511114105,0.39445677972590154,-289,-1746,-0.02212694280681255,-0.13368042263216162,0.0650681498719402
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,2,36823,21812,3698,15011,9655,0.8550372402979224,0.5923471743203976,0.5382887885294045,0.6998540099144915,0.27694151127087546,0.4076528256796024,21523,5444,15300,7909,0.7981236325879779,0.5844988186731119,0.5092152270092507,0.6748079636306631,0.40769864449936344,0.41550118132688807,-1746,-289,-0.04741601716317318,-0.007848355647283534,0.029073561520153834
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,1,35493,29127,7366,6366,7317,0.7981530704518675,0.8206406897134646,0.6796005506428054,0.809240685688884,0.5016685963358987,0.17935931028653537,35241,8311,252,6372,0.8091706465833945,0.9929000084523709,0.8045155693543968,0.8916693022961604,0.5660287407205612,0.0070999915476291095,-945,6114,-0.026624968303601663,0.17225931873885775,-0.12491501871159139
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,2,14683,7317,6366,7366,29127,0.5347511510633634,0.49833140366410134,0.3476174640125422,0.5158993160826342,0.17935931028653537,0.5016685963358987,6372,252,8311,35241,0.9619565217391305,0.4339712592794388,0.4266488115165718,0.5981132960998733,0.0070999915476291095,0.5660287407205612,6114,-945,0.4163999182725489,-0.06436014438461869,-0.07903134750402963
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,1,21529,13322,16598,8207,12049,0.44525401069518716,0.6187932556087138,0.349411178429984,0.5178720674843048,0.5793974936293503,0.38120674439128616,21421,20671,108,7976,0.5089090563527511,0.9949835106135909,0.50760663507109,0.6733940051240942,0.7215764303417461,0.00501648938640903,-4073,8099,-0.18918667843365267,0.3761902550047024,-0.15819545664110607
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,2,28647,12049,8207,16598,13322,0.5948360979462876,0.4206025063706496,0.326938731209638,0.4927714046173036,0.38120674439128616,0.5793974936293503,7976,108,20671,21421,0.9866402770905492,0.27842356965825393,0.277377847330899,0.43429255941847483,0.00501648938640903,0.7215764303417461,8099,-4073,0.2827172129715912,-0.14217893671234608,0.049560883878739026
