image_id,class,model,components,largest_component_fraction,small_component_fraction,hole_count,hole_area_fraction,perimeter_area_ratio,boundary_length,fragmentation_index,compactness,area_ratio_gt
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+108,0,gcqm,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.0841129572413197
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+108,0,sshr,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.0841129572413197
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+108,0,pixel,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.0841129572413197
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+108,1,gcqm,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+108,1,sshr,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+108,1,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+109,0,gcqm,2,0.962046908315565,0.0,1,0.08635394456289978,0.03813077469793888,1073,0.07107320537630661,3.2558582351642427,0.805911160752642
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+109,0,sshr,1,1.0,0.0,0,0.0,0.022323418890516526,701,0.03184510539715779,1.2452853033293816,0.8993327032677493
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+109,0,pixel,2,0.959896888234211,0.0,1,0.1076781439882158,0.04083962437856748,1109,0.07365126125072684,3.604154678048197,0.7777014061918264
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+109,1,gcqm,4,0.8405273338084088,0.0,0,0.0,0.04922121551460857,967,0.2036037869268025,3.7876421811272345,1.526614344548916
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+109,1,sshr,2,0.97796630859375,0.0,0,0.0,0.04840087890625,793,0.12207031242549418,3.0543343142208994,1.273136995881576
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+109,1,pixel,4,0.8163928069410111,0.0003877659832291212,0,0.0,0.04866463089525471,1004,0.19388299152058408,3.8880987134824725,1.6031548682881342
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,1,gcqm,1,1.0,0.0,2,0.0008132196994339991,0.02602303038188797,800,0.032528787966778744,1.6566775678031744,1.037704641350211
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,1,sshr,1,1.0,0.0,0,0.0,0.024564063684609554,810,0.030326004539704014,1.583344323921001,1.1130801687763714
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,1,pixel,2,0.9999003520892845,9.964791071547199e-05,2,0.016176177506144956,0.029728293363449145,895,0.06643194045491531,2.1173036652192603,1.0162362869198311
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,2,gcqm,4,0.907504174971718,0.0,0,0.0,0.04137262295965092,768,0.2154824111321002,2.5285084618388742,0.9432418699186992
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,2,sshr,2,0.9214941824862217,0.0,0,0.0,0.04102878138395591,670,0.12247397420546603,2.1875276777081547,0.8297764227642277
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,2,pixel,4,0.8861399031199542,0.0,0,0.0,0.04515860201052138,867,0.20834418448442926,3.115657586796155,0.9755589430894309
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110,0,gcqm,6,0.6927530903910666,0.0,0,0.0,0.05826938100271127,1268,0.2757226229145156,5.879627251086213,0.5066235187297744
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110,0,sshr,2,0.9940227136879857,0.0,0,0.0,0.04199043634190078,843,0.09962143848395026,2.8168783909470974,0.467394594091216
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110,0,pixel,7,0.6767274107820805,0.0,0,0.0,0.06463553530751709,1362,0.3321943810116769,7.005491226579126,0.49058272996065466
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110,1,gcqm,3,0.9689952489882104,0.0,1,0.01210628189336618,0.047686081295090624,1355,0.10557803973057257,5.141869688373904,3.9339609580506716
