group,estimator,accuracy,miou,dice,iou_class0,iou_class1,iou_class2,iou_class3,nll,brier,targets,coverage
Q3,raw,0.7867188082988288,0.5092735320981052,0.649133011202023,0.701629426034784,0.676655477570949,0.45340414545991004,0.20540507932677807,0.6731477181091167,0.3423121481173873,495829,1.0
Q3,deep,0.7822797779073027,0.5100238087866876,0.6506956748430188,0.6961218705104255,0.6702354256149256,0.46685034292748695,0.20688759609391233,1.5153847922765544,0.36428774220274807,495829,1.0
Q3,oracle,0.8516932658622032,0.5542433892709737,0.6654371007601617,0.7975382579484918,0.7764692743454167,0.5241219868765512,0.11884403791343541,0.5596234146567909,0.27844040073182413,495817,0.9999757981078155
Q4,U,0.7373907887412571,0.45114462465766314,0.5923249974209773,0.6323789692868298,0.6381650798215612,0.38495969008480785,0.14907475943745374,0.7399715902336493,0.3975627428084647,495828,1.0
Q4,SR,0.7478641787071323,0.4825384063588217,0.6301986043216732,0.6392735167191761,0.6456638160079707,0.4284981403103758,0.21671815239776404,0.7098034136358149,0.3790901033527244,495828,1.0
Q4,SC,0.747103834394185,0.49671912081521663,0.6487726219458925,0.6288996372430472,0.6433870237835845,0.44741535199850346,0.26717447023573154,0.7078066961785277,0.3766000957520948,495828,1.0
Q4,SRSC,0.7514077462345814,0.5132323858015699,0.6671142384115738,0.6311176451309327,0.6461040713601338,0.4620104229551419,0.3136974037600716,0.6888503858078788,0.3660138004600673,495828,1.0
Q4,raw,0.6854735916487169,0.454545838081258,0.618294894893575,0.5372689509659553,0.5722563589129481,0.36710038242015686,0.34155766002597154,0.9035860148461404,0.4907322772202515,495828,1.0
Q4,deep,0.690858523520253,0.4659874010107603,0.6289648666169314,0.5443065250835618,0.5752490324218007,0.42538999814416556,0.3190040483935132,2.0277770673372877,0.5200774140421178,495828,1.0
Q4,oracle,0.7923676254364079,0.5160193551419548,0.6473766683886745,0.7035125003420378,0.712445284161793,0.4888246576802174,0.1592949783837712,0.6749037927906572,0.3510812440127387,495809,0.9999616802600902
Q5,U,0.5818287793347693,0.36179179857583765,0.5079433886547269,0.4495932931742317,0.46986613509985337,0.44033428592915697,0.08737348010010852,0.9572345154267433,0.530859274455505,495828,1.0
Q5,SR,0.6074182982808555,0.4018539438703858,0.5591771996921652,0.4553145121347202,0.48337349899643717,0.4931471872919763,0.17558057705840957,0.9105580918686359,0.5032372012122648,495828,1.0
